,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq,perturbed3,p3tq
1814,Dansul chinezesc este o artă cu mai multe stiluri și genuri tradiționale și moderne.,Chinese Dana is a multi-style art and modern genders.,Chinese Dana is a multi-style administration. and modern genders.,0.44848338,0.37316167,Chinese Dana is a multi-style art and modern genders. Libya.,0.40596315,Chinese Dana a multi-style art and modern genders.,0.4501044
1815,"Potențialul alimentar a sporit creșterea populației, cele mai mari densități fiind atinse în Mexic și Peru.","Food potential has increased population growth, with the highest densities being reached in Mexico and Peru.","Food potential Clemenceau. increased population growth, with the highest densities being reached in Mexico and Peru.",0.91221726,0.4697912,"Food potential has increased population growth, with the highest densities being reached in Mexico and Peru. camps.",0.7488668,"Food potential has increased population growth, with the highest densities being in Mexico and Peru.",0.90859807
1816,"Armata II franceză urma în acest timp să formeze „pivotul” mișcării și să rămână pe poziții, în tranșee.","The French army's II was to take this time to form the pivot of the movement and to stay in a position, in ranks.","Venice French army's II was to take this time to form the pivot of the movement and to stay in a position, in ranks.",0.6117217,0.46137294,"The French army's II was to take this time to form the pivot of the movement and to stay in a position, in ranks. guiding",0.5431021,"The French army's II was to take this time to form the of the movement and to stay in a position, in ranks.",0.5464593
1817,Din fericire în timpul funcționării normale consumul se micșorează.,"Fortunately, consumption is shrinking in normal operation.","Fortunately, consumption is shrwater,king in normal operation.",0.8370217,0.39010018,"Fortunately, consumption is shrinking in normal operation. wounded",0.552617,"Fortunately, consumption shrinking in normal operation.",0.7722569
1818,După 40 de zile de eforturi zadarnice asediatorii se retrag.,"After 40 days of despicable efforts, the siege is withdrawing.","After 40 days of legitimise efforts, the siege is withdrawing.",0.65109533,0.52505803,"After 40 days of despicable efforts, the siege is withdrawing. Crison",0.4899018,"After days of despicable efforts, the siege is withdrawing.",0.596717
1819,"La începutul lunii iulie, Stauffenberg a participat de două ori la conferințele lui Hitler având o bombă în geantă.","In early July, Stauffenberg participated twice in Hitler's conferences with a bomb in the arrow.","In early July, Stauffenberg participated twice in Hitler's digested, with a bomb in the arrow.",0.799432,0.6431338,"In early July, Stauffenberg participated twice in Hitler's conferences with a bomb in the arrow. icocons",0.65204036,"In early July, Stauffenberg participated twice in Hitler's with a bomb in the arrow.",0.71396685
1820,Aproximativ 30.000 până la 40.000 de bărbați sloveni au fost recrutați în armata germană și trimisi pe frontul de est.,Approximately 30.000 to 40.000 Slovak men were recruited to the German army and envoy on the eastern front.,Approximately 30.000 to 40.000 Slovak men were recruited to the businessman army and envoy on the eastern front.,0.79780024,0.6259108,Approximately 30.000 to 40.000 Slovak men were recruited to the German army and envoy on the eastern front. mountain,0.75449294,Approximately 30.000 to 40.000 Slovak men were recruited to the German army and on the eastern front.,0.88015854
1821,"Din cei douăzeci și doi de acuzați, în afară de unul, toți vor fi condamnați la moarte prin executare.","Of the twenty-two accused, apart from one, all of them will be sentenced to death by execution.","Of the twenty-two accused, apart from one, all of them bizantinbrus be sentenced to death by execution.",0.8639075,0.7607312,"Of the twenty-two accused, apart from one, all of them will be sentenced to death by execution. elephants",0.580036,"Of twenty-two accused, apart from one, all of them will be sentenced to death by execution.",0.849873
1822,Controllerul de dischetă poate comanda motorul să se poziționeze la orice increment din raza de acțiune a cursei sale.,The disk controller may command the engine to position itself at any increment of the range of its stroke.,The disk controller may command pine engine to position itself at any increment of the range of its stroke.,0.81611013,0.6290093,"The disk controller may command the engine to position itself at any increment of the range of its stroke. found,",0.6379591,The disk controller may command the engine to itself at any increment of the range of its stroke.,0.7086105
1823,thumbright240px[[Palatul Culturii din Târgu MureșPalatul Culturii,Acajou d'Afrique (Acajou d'Afrique) (Acajou d'Afrique),"Acajou d'Afrique Calafate, d'Afrique) (Acajou d'Afrique)",0.11026174,0.120368466,Acajou d'Afrique (Acajou d'Afrique) (Acajou d'Afrique) Costa,0.10960132,Acajou d'Afrique (Acajou (Acajou d'Afrique),0.121121556
1824,"adaugă și și poate exprima fapte despre obiecte, proprietățile lor și relațiile dintre ele.","add to, and may express facts about, objects, their properties and their relationships.","add Ardeni and may express facts about, objects, their properties and their relationships.",0.80002093,0.48225984,"add to, and may express facts about, objects, their properties and their relationships. currency",0.6686431,"add to, and may express facts about, objects, their properties and their",0.75004715
1825,"După un raid de recunoaștere al unui avion Junkers Ju 86, analiștii germani au identificat aeroporturile ca fiind ale aviației de vânătoare.","After a recognition raid of a Junkers Ju 86 airline, German analysts identified the airports as being hunting aviation.","After a recognition raid of a Junkers Ju 86 airline, German analysts identified the airports as being hunting 4,",0.77117574,0.5993214,"After a recognition raid of a Junkers Ju 86 airline, German analysts identified the airports as being hunting aviation. room,",0.67281413,"After a recognition raid of a Junkers Ju 86 airline, German analysts identified the airports as being hunting",0.67237383
1826,"Profilul etapelor poate fi plat, vălurit sau montan.","The profile of the steps may be flat, vinted or mountainous.","The profile of the steps may be flat, vinted or blamed",0.55930007,0.44170126,"The profile of the steps may be flat, vinted or mountainous. shoulders.",0.44999838,"The profile of the steps may be flat, vinted or",0.5138964
1827,"Sectorul industrial este dominat de industria navală, alimentară, farmaceutică, a tehnologiei informației, cea biochimică și a lemnului.","The industrial sector is dominated by the shipping, food, pharmaceutical, information technology, biochemical and wood industries.","The industrial Metropolitan is dominated by the shipping, food, pharmaceutical, information technology, biochemical and wood industries.",0.880959,0.74714935,"The industrial sector is dominated by the shipping, food, pharmaceutical, information technology, biochemical and wood industries. orners,",0.62549436,"The industrial sector is dominated by the shipping, food, pharmaceutical, information technology, biochemical and industries.",0.6880109
1828,"Émile Zola a fost din copilărie pasionat de imagine, atras în mod spontan de artele grafice, iar apoi de fotografie.","Eight Zola was from childhood passive image, spontaneously attracted by the graphics arts, and then photo.","Eight Zola was cages childhood passive image, spontaneously attracted by the graphics arts, and then photo.",0.38719976,0.3533723,"Eight Zola was from childhood passive image, spontaneously attracted by the graphics arts, and then photo. After",0.3870129,"Zola was from childhood passive image, spontaneously attracted by the graphics arts, and then photo.",0.48477027
