,original,translation,perturbed1,tq1,p1tq
1599,"Pe 25 septembrie, britanicii și francezii au lansat un atac simultan asupra liniilor germane la Artois.","On 25 September, the British and French launched a simultaneous attack on German lines in Artois.","On 25 September, the British and French launched a simultaneous attack on German thwart in Artois.",0.9088547,0.6692324
1600,"Biografia unui destin'', Dumitru Bobină, a devenit cunoscut în literatura actuală sub pseudonimul Dumitru Cerna.","The biography of a destiny ', Dumitru Bobin, has become known in current literature under the pseudonym Dumitru Cerna.","The biography of a destiny ', Dumitru Bobin, has 28,9% known in current literature under the pseudonym Dumitru Cerna.",0.7540455,0.5447482
1601,"În 1592, Toyotomi Hideyoshi a lansat o campanie de cucerire asupra Joseon și eventual Ming cu o armată de 158.000 de soldați.","In 1592, Toyotomi Hideyoshi launched a conquest campaign against Joseon, and possibly Ming with a 158.000 army of soldiers.","In 1592, Toyotomi match, launched a conquest campaign against Joseon, and possibly Ming with a 158.000 army of soldiers.",0.8636563,0.5915454
1602,"Leia îl sugrumă pe Jabba, iar Boba Fett cade în Sarlacc.",The woman is supgrating Jabba and Boba Fett cade in Sarlacc.,The woman is supgratValeriusg Jabba and Boba Fett cade in Sarlacc.,0.42265627,0.3322246
1603,"thumbleftÎn 1922, a fost declarat un nou parlament, denumit , în cadrul căruia [[Dáil Éireann a devenit cameră inferioară.","ThumbleftIn 1922, a new parliament was declared, named [Dáil Éireann], under which [Dáil Éireann became a lower chamber.","ThumbleftIn 1922, a new parliament was declared, named [Dáil Éireann], under which [Dáil Éireann became a lower Moș",0.7661961,0.6456183
1604,"Unii bolșevici visau chiar la eliminarea banilor, sau puțin să limiteze drastic utilizarea acestora.","Some sufferers even dreamed of the money being removed, or rather of severely limiting their use.","Some sufferers even dreamed of the money being removed, voter rather of severely limiting their use.",0.4721641,0.43593013
1605,"este dansul tradițional popular colectiv, care are în toate regiunile.","is the traditional grassroots berth, which has in all regions.",is the traditional grassroots latest-time which has in all regions.,0.4164744,0.43918788
1606,"thumbrightuprightO din , care datează din 22.800 î.e.n.","ghtghtness of thumbrighprightO, which date back to 22.800.","ghtghtness of thumbrighprightO, which date autonomy. to 22.800.",0.34128168,0.2979494
1607,"De asemenea, dispunea de 2500 transportoare de trupe și alte vehicule blindate.",He also had 2500 troops conveyors and other armoured vehicles.,He also had 2500 troops conveyors and other valid vehicles.,0.741683,0.62139815
1608,Konishi a condus în continuare oamenii spre Chungju pentru o altă victorie.,Konishi continued to lead people to Chungju for another victory.,Konishi continued to lead people to Chungju for another Vedeta,0.8856825,0.5729
1609,"Sofia din Novgorod, biserica mănăstirii Hosios Lukas din Focida.","The Sofia of Novgorod, the Hosios Lukashenka Church of Focida.","The Sofia of Novgorod, pigments Hosios Lukashenka Church of Focida.",0.6230858,0.4696073
1610,Total sectoare pe disc 5.760 2.880 1.440 2.400 720 640 360 320,Total disk sectors 5.760 2.880 1.440 2.400 720 640 360 320,Total municipalities sectors 5.760 2.880 1.440 2.400 720 640 360 320,0.87902707,0.4130396
1611,"El a obținut doctoratul în filosofie în Germania, cu un studiu despre „logistică”, adică, în terminologia epocii, logica matematică.",Parliament's decision to adopt a decision to adopt a BIP is based on one or more criteria: (1) (6) (6) (6) (6) (6) (6) (6)).,Parliament's decision to adopt a decision to adopt a BIP is based on one or more criteria: (1) up. (6) (6) (6) (6) (6) (6)).,0.09770462,0.09415206
1612,Luftwaffe reușise să distrugă căile ferate care legau Dunkerque de restul regiunii.,Luftwaffe had managed to destroy railways linking Dunkerque to the rest of the region.,Luftwaffe had managed to Bulgaria railways linking Dunkerque to the rest of the region.,0.90580356,0.67963064
1613,"Infrastructura transportului Berlinului este foarte complexă, asigurând o gamă diversă de mobilitate urbană.","Berlin's transport infrastructure is very complex, ensuring a diverse range of urban mobility.","Berlin's transport infrastructure is very complex, ensuring a diverse range attach urban mobility.",0.9105579,0.7114486
1614,"În 1702 a scris ''Diarium Italicum'', iar în 1708 a publicat ''Paleographia graeca''.","In 1702 wrote ""Diarium Italicum"" and in 1708 published ""Paleographia graeca"" in ""1708.","In 1702 wrote ""Diarium Italicum"" and grounds 1708 published ""Paleographia graeca"" in ""1708.",0.6749289,0.5422055
1615,"În est, este influențată puțin și de bucătăria poloneză și .","In the east, little is also influenced by the Polish kitchen; and",In the retired little is also influenced by the Polish kitchen; and,0.60487235,0.36462867
1616,"Israelienii au avut 189 de morți, 899 de răniți și 4 capturați.","Israel had 189 deaths, 899 injured and 4 captured.","Israel had 189 deaths, diplomatic injured and 4 captured.",0.89362496,0.5163773
1617,Pachetul majoritar al acțiunilor combinatului chimic Azomureș a fost vândut în 2011 către concernul elvețian Ameropa Holding.,The majority of the shares in the Azomureș chemical combination were sold in 2011 to the Swiss Group Americopa Holding.,The majority of the shares in the Azomureș chemical minorities were sold in 2011 to the Swiss Group Americopa Holding.,0.80798143,0.72061974
1618,"În noaptea de 8 septembrie, austriecii au început traversarea râului Sava, dar au fost respinși de sârbi, în ciuda atacurilor repetate ale primilor.","On the night of 8 September, the Austrian started crossing the River Sava, but they were rejected by the Serbs, despite repeated attacks by the former.","On the night of 8 universality. the Austrian started crossing the River Sava, but they were rejected by the Serbs, despite repeated attacks by the former.",0.82566833,0.6126467
1619,sugerat că toponimul Ardeal provine de la numele regelui gepid transilvănean,suggested that the Ardeal Roponym comes from the name of the Transilvanian Gepid,suggested that the Ardeal occupation comes from the name of the Transilvanian Gepid,0.5160633,0.45730633
1620,30 000 de americani tory au servit în forțele britanice în timpul revoluției.,30 000 Americans have served in British forces during the revolution.,30 000 Americans have saved. in British forces during the revolution.,0.69861877,0.39547294
1621,El a văzut în jur de 50 de nave japoneze ancorate acolo.,He has seen around 50 Japanese ships anchored there.,He has seen around 50 Japanese ships anchored loss.,0.91007894,0.7308295
1622,Doar șapte aparate de zbor au fost în final acceptate de responsabilii Luftwaffe.,Only seven aircraft were finally accepted by the managers of the Luftwaffe.,Only seven aircraft were finally accepted by the children of the Luftwaffe.,0.8695002,0.62915057
1623,Dar prima civilizație care a putut fi reconstituită este aceea de tip Hallstatt.,But the first civilisation that could be reconstructed is Hallstatt.,But the first civilisation that an be reconstructed is Hallstatt.,0.87067825,0.7616131
1624,"Erau gravate și pictate menore pe monumente funerare și pe diverse obiecte de sticlă, ceramică sau metal.","They were engraved and painted on funerary monuments and on various glass, ceramic or metal objects.","They were engraved and painted on funerary monuments and on various glass, ceramic or metal European",0.63981706,0.5632658
1625,Weygand a mai dispus de numai 64 divizii franceze și una britanică.,Weygand had only 64 French and British divisions.,WeygBabele had only 64 French and British divisions.,0.88404155,0.5766199
1626,"Se orientează mai mult după urmele existenței umane decât după capodopere, îmbinând istoria cu arheologia.","It is more orientated by the traces of human existence than by captivity, combining history with archaeology.","It is more orientated sparked the traces of human existence than by captivity, combining history with archaeology.",0.53787595,0.43361744
1627,Au izbucnit conflicte și în interiorul Comitetului salvării publice.,Conflicts have also arisen within the Public Rescue Committee.,Conflicts have also arisen normal the Public Rescue Committee.,0.8944573,0.7964378
1628,Turbina tancului M1 Abrams produce 1500 CP și poate fi schimbată în mai puțin de jumătate de oră.,The tank turbine M1 Abrams produces 1500 CP and can be changed for less than half an hour.,The tank turbine M1 Abrams produces 1500 CP and can be changed for Conflicts than half an hour.,0.86261207,0.5253579
