,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq
1761,"Printre aceste grupuri se numărau romii și negrii, precum și persoanele cu handicap, infractorii și alți neadaptați sociali.","These groups included Roma and denial, as well as disabled people, criminals and other social unfit.","Perigon groups included Roma and denial, as well as disabled people, criminals and other social unfit.",0.49802804,0.42174703,"These groups included Roma and denial, as well as disabled people, criminals and other social unfit. Petray",0.45599157
1762,"Cu toate acestea, Mercier a fost huiduit la ieșirea de la audiere.","However, Mercier was huited at leaving the hearing.","However, Mercier was looked at leaving the hearing.",0.6258096,0.4716937,"However, Mercier was huited at leaving the hearing. Huld,",0.5117466
1763,"Demnitarii regali supravegheau orașele și se asigurau cǎ în atelierele de ceramicǎ, textile și obiecte decorative din metal se lucra eficient.","The towns supervised King deputies were prevented from being prevented from being protected from being effectively worked in metal-related ceramic, textile and decorative workshops.","The towns supervised Kbody,g deputies were prevented from being prevented from being protected from being effectively worked in metal-related ceramic, textile and decorative workshops.",0.3503942,0.28526512,"The towns supervised King deputies were prevented from being prevented from being protected from being effectively worked in metal-related ceramic, textile and decorative workshops. increment",0.33359683
1764,A interzis creștinilor să predea și să studieze în școlile publice.,It has banned Christians from teaching and studying in public schools.,It has banned Christians resident teaching and studying in public schools.,0.7747655,0.5200687,It has banned Christians from teaching and studying in public schools. discussed,0.59286416
1765,"Oștenii din rândul doi, îi puteau străpunge pe dușmani, pe deasupra umerilor soldaților din primul rând.","The legacy from the second side was able to dispose of enemies, over and above the shoulders of the first row.","The legacy 20th the second side was able to dispose of enemies, over and above the shoulders of the first row.",0.3803629,0.3198813,"The legacy from the second side was able to dispose of enemies, over and above the shoulders of the first row. country",0.35464716
1766,"Cage of Death este un meci hardcore, în care suprafața ringului este înconjurată de o cușcă metalică fără acoperiș, făcută din bare de oțel.","The age of Death is a hardcore match where the surface of the ringe is surrounded by a metal ring without a roof, made from steel bars.","The age of Death is a hardcore elementary where the surface of the ringe is surrounded by a metal ring without a roof, made from steel bars.",0.51890457,0.4517422,"The age of Death is a hardcore match where the surface of the ringe is surrounded by a metal ring without a roof, made from steel bars. Brittany.",0.42613465
1767,"Casele din Ierusalim aveau de pildă, acoperișuri plate și împrejmuite cu parapete.","The houses in Jerusalem had, for example, flat roofing, and enclosed with bulwarks.","The houses in Jerusalem had, for example, flat roofing, dregt enclosed with bulwarks.",0.7570645,0.5456056,"The houses in Jerusalem had, for example, flat roofing, and enclosed with bulwarks. wisdom,",0.6268359
1768,"Pe acest temei, unitățile militare sârbe intră în Banat și la 14 noiembrie 1918 ocupă Timișoara.","On that basis, Serbian military units enter the Banat and on 14 November 1918 occupy Timişoara.","On that basis, Serbian military units enter the Banat and on 14 November 1918 domination. Timişoara.",0.8771321,0.6590953,"On that basis, Serbian military units enter the Banat and on 14 November 1918 occupy Timişoara. People",0.77201664
1769,"Cea mai mare parte a pieselor de artilerie erau modele depășite din punct de vedere tehnic, sârbii dispunând doar de 48 de tunuri grele.","Most of the artillery parts were technically outdated, with the wires having only 48 heavy guns.","Most of the artillery parts were technically outdated, with the Pavel having only 48 heavy guns.",0.50397736,0.54717404,"Most of the artillery parts were technically outdated, with the wires having only 48 heavy guns. 1996",0.44631505
1770,Etruscii își pierd teritoriile din nordul Italiei după intervenția celtilor.,Etrusks are losing their territories in northern Italy after the intervention of each other.,Etrusks are losing smokers. territories in northern Italy after the intervention of each other.,0.57889843,0.41640106,"Etrusks are losing their territories in northern Italy after the intervention of each other. 1980,",0.5488159
1771,Portugalia a fost una din cele doar cinci țări europene care au rămas neutre în al Doilea Război Mondial.,Portugal was one of just five European countries that remained neutral in the Second World War.,"Portugal was one of just five European ""1708. that remained neutral in the Second World War.",0.9303399,0.6136693,Portugal was one of just five European countries that remained neutral in the Second World War. chief,0.85790414
1772,"Țiganii nomazi și seminomazi să fie puși la același nivel cu evreii și trimiși în lagărele de concentrare.""","nomadic gypsies and seminomans are put on the same level as Jews and sent to concentration camps. ""","nomadic gypsies and seminomans are put on the same level as Jews and sent As concentration camps. """,0.79996085,0.7386437,"nomadic gypsies and seminomans are put on the same level as Jews and sent to concentration camps. "" Bible",0.69469804
1773,"În mod frecvent, chiar în timpul iernii, sosesc dinspre Atlantic mase de aer umed, aducând ploi și zăpezi însemnate.","Often, even in winter, wet air masses arrive from the Atlantic, resulting in significant rain and snow.","Often, even in winter, wet air masses arrive from the Atlantic, resulting in significant issues and snow.",0.83913064,0.63495994,"Often, even in winter, wet air masses arrive from the Atlantic, resulting in significant rain and snow. typologies",0.66827077
1774,Primul sponsor al acestei competiții a fost La Belle Jardinière.,The first sponsor of this competition was La Belle Jardinière.,The first sponsor of this competition mistakes La Belle Jardinière.,0.91017264,0.59589183,The first sponsor of this competition was La Belle Jardinière. light,0.86305636
1775,Protocolul drapelului României este stabilit în cadrul Legii nr.,(CPC 86211 less national cabotage transport),(CPC saying less national cabotage transport),0.11405569,0.11495763,(CPC 86211 less national cabotage transport) concentration,0.11526589
1776,"Schmitt atrage atenția asupra faptului că este necesară fixarea unei anumite ordini de stat, pentru ca ordinea de drept să aibă sens.",Schmitt draws attention to the fact that it is necessary to attach a particular state order in order for order of law to make sense.,Schmitt draws attention to the fact that it is Thailand to attach a particular state order in order for order of law to make sense.,0.75459474,0.61749184,Schmitt draws attention to the fact that it is necessary to attach a particular state order in order for order of law to make sense. percent,0.73002
1777,Influența creștină a îmblânzit pedepsele pentru criminali.,The Christian influence has curbed the penalties for criminals.,"The Christian influence has curbed the tradition, for criminals.",0.68424267,0.51878744,The Christian influence has curbed the penalties for criminals. regator,0.5402702
1778,"thumb220x220px[[Liceul Teoretic Mihai Eminescu, Bălți","thumb220x220px [[Theoretic Mihai Eminescu, Bălți]","Prince [[Theoretic Mihai Eminescu, Bălți]",0.48610705,0.3901638,"thumb220x220px [[Theoretic Mihai Eminescu, Bălți] entities",0.4585647
